ID;ITEMCODE;ITEMNAME;UNITPRICE;CATEGORY1;CATEGORY2;CATEGORY3;CATEGORY4;BRAND
19022;33515;MUJDE MACAR SALAM 250 GR;4,9;ET;ISLENMIS ET;SALAM ;DANA SALAM;MUJDE
19023;33517;ONCU SALCA 700 GR BIBER TATLI *12*;15,45;GIDA;HAZIR YEMEK-KONSERVE-SALCA;SALCA;BIBER;ONCU
19024;33518;SIGARA MONTE CARLO NIGHT BLUE ;14,5;SIGARALAR;SIGARALAR;SIGARALAR;YABANCI SIGARALAR;MONTE CARLO
19025;33519;ABKA HAZIR DEFTER KABI A5 SPIDERMAN ;1,5;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
19026;33520;ABKA HAZIR DEFTER KABI A5 NBA ;1,25;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
19027;33521;ABKA HAZIR K.SIMLI HOT WELLS A5;2,5;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
19028;33522;HELLOKITTY SIMLI A4 HAZIRKAP;1,344;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
19029;33523;ABKA HAZIR KAB A4 AVATAR;6,492;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
19030;33526;KIRTA.TICON 10 MT BANT ;0,75;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
19031;33527;KIRTA.TEMA NO3 ATAS;2,5;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
19032;33528;TEMAT 7000 ZIMBA;22,5;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
19033;33530;KOLESTON SIVI PEROKSIT %6;7,99;KOZMETIK;SAC BAKIM;SAC BOYALARI;OKSIDAN;KOLESTON
19034;33531;DOGADAN REZENE CAYI 40 GR *12*;5,46;CAY-KAHVE-SEKER;GAZSIZ ICECEK;CAY;BITKISEL;DOGADAN
19035;33532;BEBELAC GOLD 125 GR TAHIL KARISIMI;4,4;BEBEK;HAZIR YEMEK-MAMA;HAZIR COCUK YEMEKLERI;HAZIR MAMALAR;BEBELAC
19036;33533;MILUPA ELMALI HAVUCLU 125 GR;5,5;BEBEK;HAZIR YEMEK-MAMA;HAZIR COCUK YEMEKLERI;HAZIR MAMALAR;MILUPA
19037;33534;BEBELAC 500 GR 1;49,45;BEBEK;HAZIR YEMEK-MAMA;HAZIR COCUK YEMEKLERI;HAZIR MAMALAR;BEBELAC
19038;33535;MILUPA APTAMIL 400 GR 2;62,95;BEBEK;HAZIR YEMEK-MAMA;HAZIR COCUK YEMEKLERI;HAZIR MAMALAR;MILUPA
19039;33536;MILUPA APTAMIL 800 GR 5;125,95;BEBEK;HAZIR YEMEK-MAMA;HAZIR COCUK YEMEKLERI;HAZIR MAMALAR;MILUPA
19040;33537;SELIN PARF.KOL.INCIR 180 ML;12,7;KOZMETIK;PARFUM-DEODORANT;KOLONYALAR;PARFUMLU;SELIN
19041;33538;BALPARMAK YAYLA OVA 350 GR CICEK BALI;23,35;KAHVALTILIK;BAL-RECEL;BAL;SUZME;BALPARMAK
19042;33539;PIKNIK 1442-P KUL.-AT R.KRIS. CATAL 10 LU;1,032;EV;MUTFAK GERECLERI;MUTFAK ESYA-GERECLERI;CATAL;PIKNIK
19043;33540;PIKNIK 114-P  KEBAP SIS 40'LI;4,25;EV;MUTFAK GERECLERI;MUTFAK ESYA-GERECLERI;COP SIS;PIKNIK
19044;33542;TILLO 1142 BUL.TELI 3'LU BONCUK;2,184;TEMIZLIK;BULASIK YIKAMA;BULASIK SUNGERLERI;SUNGERLER;TILLO
19045;33544;PIKNIK 1520 PLASTIK CAY SETI 6 LI;2,16;EV;MUTFAK GERECLERI;MUTFAK ESYA-GERECLERI;SUZGEC;PIKNIK
19046;33545;PIKNIK 1524 3 GOZLU KOPUK 5'LI *80*;2,3;TEMIZLIK;EV GERECLERI;EV PLASTIK GERECLERI;PLASTIK;PIKNIK
19047;33546;PIKNIK 0314 MUM EKO BEYAZ 10 LU;6,252;EV;MOBILYA;DEKORATIF URUNLER;MUM;PIKNIK
19048;33547;PIKNIK 1390 PLS.DUZ KESME PANOSU;8,856;EV;MUTFAK GERECLERI;MUTFAK ESYA-GERECLERI;KESIM PANOSU;PIKNIK
19049;33548;PIKNIK 0155 LUX MESRU.ACACAGI *30*;3,66;EV;MUTFAK GERECLERI;MUTFAK ESYA-GERECLERI;EL ALETI;PIKNIK
19050;33549;TILLO 1633-T FARASLI SAPLI FIRCA;8,556;EV;MUTFAK GERECLERI;MUTFAK ESYA-GERECLERI;EL ALETI;TILLO
19051;33550;ERNET 2085 COP TORB.BATTAL *25*;7,2;EV;MUTFAK GERECLERI;MUTFAK ESYA-GERECLERI;COP TORBALARI;PIKNIK
19052;33551;PIKNIK 0172 SERVIS SPATULA;1,356;EV;MUTFAK GERECLERI;MUTFAK ESYA-GERECLERI;SERVIS EV GERECLERI;PIKNIK
19053;33552;TILLO  935 SIVI SABUNLUK;7,332;TEMIZLIK;EV GERECLERI;EV PLASTIK GERECLERI;PLASTIK;TILLO
19054;33554;BINGO SOFT 3 LT SENSETIVE *6*;14,9;DETERJAN;CAMASIR YIKAMA;CAMASIR YUMUSATICILAR;KONSANTRE;BINGO
19055;33555;BINGO FRESH 2,5 LT MUTLU YUVAM *6*;12,45;DETERJAN;EV TEMIZLEYICILER;YUZEY TEMIZLEYICILER;SIVI;BINGO
19056;33556;BINGO SIL MUTFAK 500 ML LIMONLU*12*;3,984;DETERJAN;EV TEMIZLEYICILER;MUTFAK VE BANYO TEMIZLEYICI;KREM;BINGO
19057;33558;FAMILIA HAVLU JUMBO *6*;13,9;KAGIT;KAGIT HAVLU;KAGIT HAVLULAR;BEYAZ;FAMILIA
19058;33559;PAPIA ISLAK COCUK MENDIL 15'LI*12*;0,624;KAGIT;KAGIT MENDIL-PECETELER;CEP MENDIL;PAKET;PAPIA
19059;33560;BINGO OV 950 GR LIMONLU *10*;2,88;DETERJAN;CAMASIR YIKAMA;TOZ LEKE CIKARICI;TOZ ;BINGO
19060;33561;MOLPED U KANATLI NOR.10'LU*24*;5,65;KAGIT;KISISEL BAKIM;HIJYENIK PEDLER;ULTRA;MOLPED
19061;33562;MOLFIX EKONOMIK JUNIOR 30'LI *4*;37,9;BEBEK;BEBE MALZEMELERI;COCUK BEZLERI;STANDART PAKET;MOLFIX
19062;33563;MOLFIX EKONOMIK EXT.LARGE 26 LI *4*;37,9;BEBEK;BEBE MALZEMELERI;COCUK BEZLERI;STANDART PAKET;MOLFIX
19063;33564;MOLFIX 3D FIRS.PAKET JUNIOR 60'LI *2*;67,9;BEBEK;BEBE MALZEMELERI;COCUK BEZLERI;STANDART PAKET;MOLFIX
19064;33565;MOLPED ULTRA 40'LI NORMAL D.EKO *12*;15,9;KAGIT;KISISEL BAKIM;HIJYENIK PEDLER;GECE;MOLPED
19065;33566;MOLFIX ISLAK HAV.54'LI KREM SUT*12*;2,94;KAGIT;ISLAK MENDIL-HAVLULAR;ISLAK HAVLU;BEYAZ;MOLFIX
19066;33567;BINGO AUTOMAT 1,5 KG AROMATP.*10*;6,54;DETERJAN;CAMASIR YIKAMA;TOZ DETERJANLAR;NORMAL;BINGO
19067;33568;BINGO DYNAMIC 1200 ML DAL.LIMON *9*;9,99;DETERJAN;ELDE YIKAMA URUNLERI;SIVI DETERJAN;SIVI;BINGO
19068;33569;SALON SIV SAB.MALDIV ES.400 750 ML*6*;4,8;KOZMETIK;DUS-BANYO;SIVI-JEL SABUNLAR;SIVI;SALON
19069;33570;SALON S.S. 2 LT CAP.BAH.*8*;7,56;KOZMETIK;DUS-BANYO;SIVI-JEL SABUNLAR;SIVI;SALON
19070;33571;SALON DUS JELI 250 ML CAPR.BAHC.*12*;3,384;KOZMETIK;DUS-BANYO;VUCUT SAMPUANLARI;DUS JELI;SALON
19071;33572;ERNET C.SUYU 2,5 KG SADE *6*;3,168;DETERJAN;CAMASIR YIKAMA;CAMASIR SULARI;KLASIK;ERNET
19072;33575;KENTON MISIR NISASTASI 200 GR*24*;1,8;GIDA;UNLU MAMUL-TATLI;PASTA MALZEMELERI;NISASTALAR;KENTON
19073;33576;KENTON PUD.MANOLYA MUZLU&SADE 195 GR *8*;7,65;GIDA;UNLU MAMUL-TATLI;PASTA MALZEMELERI;PUDING;KENTON
19074;33579;P.BA.PREMIER 6332 KETIL;96,45;EV;MUTFAK GERECLERI;MUTFAK ESYA-GERECLERI;KETIL;PASA BAHCE
19075;33582;MASA TENISI AG DEMIR SET ALTIS;25,25;OYUNCAK;ZEKA GELISTIRICI;OYUNCAKLAR;BEBE OYUNCAK;OYUNCAK
19076;33584;GOLF HOBBY TARAF.70 ML.ANTEP FISTIK;0,492;SUT;DONDURMA-SUTLU TATLI;DONDURMALAR;KAPLI;GOLF
19077;33585;GOLF HOBBY TARAF.CILEK-VAN.60 ML*35*;0,468;SUT;DONDURMA-SUTLU TATLI;DONDURMALAR;KAPLI;GOLF
19078;33586;GOLF DOND.PASTA K.MEYVELI 1000 ML;13,98;SUT;DONDURMA-SUTLU TATLI;DONDURMALAR;KAPLI;GOLF
19079;33587;GOLF SIZIN ICIN 1500 ML KAK.VAN.ANT*4*;5,748;SUT;DONDURMA-SUTLU TATLI;DONDURMALAR;KAPLI;GOLF
19080;33588;GOLF ROYAL SPEC. CEV.BAHCE 900 ML *6*;15,95;SUT;DONDURMA-SUTLU TATLI;DONDURMALAR;KAPLI;GOLF
19081;33589;GOLF FANTASIA RED LOVE *16*;2,316;SUT;DONDURMA-SUTLU TATLI;DONDURMALAR;KAPLI;GOLF
19082;33590;GOLF YOGO CUP BAL-BAD&KROKAN YOGURTLU *16*;3,5;SUT;DONDURMA-SUTLU TATLI;DONDURMALAR;KAPLI;GOLF
19083;33593;HALK NARITA M.SUYU  1/5 KAYISI *27*;0,432;SOGUK ICECEKLER;GAZSIZ ICECEK;MEYVE SUYU;KAYISI;HALK
19084;33594;HALK NARITA M.SUYU 1/1 SEFT.*12*;1,752;SOGUK ICECEKLER;GAZSIZ ICECEK;MEYVE SUYU;SEFTALI;HALK
19085;33595;FANART GLITTER PEN;1,5;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
19086;33598;PAKTAS CORAP 1402 YURUYUS;4,9;EV;TEKSTIL-GIYIM-AKSESUAR;CORAPLAR;BAYAN CORAP;PAKTAS
19087;33599;PAKTAS 1591 ERKEK BAMBU CORAP;6,75;EV;TEKSTIL-GIYIM-AKSESUAR;CORAPLAR;ERKEK CORAP;PAKTAS
19088;33603;OYUNCAK DUA EDEN YASIN BEBEK ;64,98;OYUNCAK;ZEKA GELISTIRICI;OYUNCAKLAR;BEBE OYUNCAK;OYUNCAK
19089;33611;OYUNCAK F.P.CERCEVELI PELUS AYICIK;43;OYUNCAK;ZEKA GELISTIRICI;OYUNCAKLAR;BEBE OYUNCAK;OYUNCAK
19090;33614;OYUNCAK KUT. ISIKLI MINI KAYA DAVUL  ;40,5;OYUNCAK;ZEKA GELISTIRICI;OYUNCAKLAR;BEBE OYUNCAK;OYUNCAK
19091;33615;SN-40   MARLA SUNUM DOSYASI 40 LI ;5,5;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
19092;33616;KIRTA.BENTEN BESLENME CANTASI AFÇAN0279;1,2;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
19093;33618;KIRTA.SP DEPOLU KALEMTRAS ;0,75;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
19094;33620;SEVIMLI KIRILMAZ ARABALAR;1,2;OYUNCAK;ZEKA GELISTIRICI;OYUNCAKLAR;BEBE OYUNCAK;OYUNCAK
19095;33621;KUTUDA MASA TENIS FILESI;33,75;OYUNCAK;ZEKA GELISTIRICI;OYUNCAKLAR;BEBE OYUNCAK;OYUNCAK
19096;33622;OYUNCAK KUTULU MUTFAK SETI ;94,5;OYUNCAK;ZEKA GELISTIRICI;OYUNCAKLAR;BEBE OYUNCAK;OYUNCAK
19097;33623;SIGNAL D.MAC.125 ML BEYAZ SISTEM *48*;7,68;KOZMETIK;AGIZ BAKIM;DIS MACUNLARI;MACUNLAR;SIGNAL
19098;33624;FALIM SAKIZ 5'LI ORMAN MEYVELI 7 GR *20*;0,89;SEKERLEME;SAKIZ-SEKERLEME;SAKIZ;SAKIZLAR;FALIM
19099;33625;FIRST KUTU 21,5 GR KESKIN NANE *20*;1,311;SEKERLEME;SAKIZ-SEKERLEME;SAKIZ;SAKIZLAR;FIRST
19100;33627;ETI POPKEK 5'LI KAKAOLU 250 GR*16*;2,22;GIDA;BISKUVI-CEREZ;KEK;MINI KEK;ETI
19101;33628;ETI CIN TORBA 44 GR*16*;0,444;GIDA;BISKUVI-CEREZ;BISKUVI;KAPLAMALI BISKUVI;ETI
19102;33629;ETI NEGRO 91 GR.*24*;0,888;GIDA;BISKUVI-CEREZ;BISKUVI;KREMALI BISKUVI;ETI
19103;33630;ETI BURCAK 198 GR KURABI KAKAOLU *12*;5,45;GIDA;BISKUVI-CEREZ;BISKUVI;BISKUVI;ETI
19104;33631;ETI HOSBES  70 GR BITTER CIKOLATALI *12*;1,69;SEKERLEME;CIKOLATA-GOFRET;GOFRET;BITTER;ETI
19105;33632;"ETI BROWNI INT.CIK.KAPL.KEK 50"" GR *16*";1,5;GIDA;BISKUVI-CEREZ;KEK;MINI KEK;ETI
19106;33633;ETI BROWNI INTENSE KARAMEL 160 GR *12*;5,45;GIDA;BISKUVI-CEREZ;KEK;MINI KEK;ETI
19107;33634;ETI CAY KEYFI 141 GR KAKAOLU *18*;1,332;GIDA;BISKUVI-CEREZ;BISKUVI;BISKUVI;ETI
19108;33635;ETI HOSBES 142 GR SUTLU KAKAOLU *20*;2,004;SEKERLEME;CIKOLATA-GOFRET;GOFRET;WAFER;ETI
19109;33636;ETI LIFALIF YULAF EZMESI MEYV.350 GR *12*;9,45;KAHVALTILIK;KAHVALTILIK GEVREK;KAHVALTILIK GEVREK-MUSLI;FORM;ETI
19110;33637;ETI HOSBES VANILYALI 160 GR *19*;1,776;SEKERLEME;CIKOLATA-GOFRET;GOFRET;VANILYALI;ETI
19111;33638;ETİ HOSBES CİKOLATA ;1,2;SEKERLEME;CIKOLATA-GOFRET;GOFRET;CIKOLATALI;ETI
19112;33639;ETI PRONOT GLUTENSIZ KAK.MINI KEK 144 GR*4*;6,9;GIDA;BISKUVI-CEREZ;KEK;MINI KEK;ETI
19113;33640;ETI MAXIMUS XL 57 GR;0,672;SEKERLEME;CIKOLATA-GOFRET;CIKOLATA;BAR VE KAPLAMALILAR;ETI
19114;33641;ETI WANTED BUMBA 25 GR *144*;0,228;SEKERLEME;CIKOLATA-GOFRET;CIKOLATA;BAR VE KAPLAMALILAR;ETI
19115;33642;ETI TAB.FINDIKLI BAT.40 GR *12*;1,068;SEKERLEME;CIKOLATA-GOFRET;CIKOLATA;BATON CIKOLATA;ETI
19116;33643;ETI PETITO AYICIK CUBUK 15 GR *144*;1;SEKERLEME;CIKOLATA-GOFRET;CIKOLATA;BATON CIKOLATA;ETI
19117;33644;ETI SULTANI 390 GR *14*;3,108;GIDA;BISKUVI-CEREZ;BISKUVI;BISKUVI;ETI
19118;33645;PINAR SUC.M.KEYFI 300 GR 2 LI;27,9;ET;ISLENMIS ET;SUCUK;DANA SUCUK;PINAR
19119;33646;PINAR SUCUK 250 GR GURME;26,9;ET;ISLENMIS ET;SUCUK;DANA SUCUK;PINAR
19120;33647;PINAR SUCUK 225 SOLEN ACILI *10*;20,25;ET;ISLENMIS ET;SUCUK;DANA SUCUK;PINAR
19121;33648;TITIZ TP-169 KAPAKLI MIKSER KABI ;8,7;EV;MUTFAK GERECLERI;MUTFAK ESYA-GERECLERI;SAKLAMA KABI;TITIZ
19122;33655;PRT.AHŞAP ZEKA-DİKKAT OYUNU ;5;OYUNCAK;ZEKA GELISTIRICI;OYUNCAKLAR;BEBE OYUNCAK;OYUNCAK
19123;33658;ICIM KASAR 500 GR LIGHT *12*;24,35;KAHVALTILIK;SUT-YOGURT-PEYNIR;PEYNIRLER;KASAR PEYNIRLER;ICIM
19124;33660;PEYMAN NUTZZ TUZLU 70 GR *24*;2,95;GIDA;BISKUVI-CEREZ;KURUYEMIS;DIGER KURUYEMIS;PEYMAN
19125;33661;CINAR RESIM DEFTERI 25X35 15YP;2,75;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
19126;33662;SPIRALLI KARTON K.RESIM DEFTERI 35X50 15YP ;6,75;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
19127;33663;BEST FRIEND SPI. PP K.OKUL DEFTERI A4 60/1;4,9;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
19128;33666;TOMBUL IKILI IS MAKINALARI;1,2;OYUNCAK;ZEKA GELISTIRICI;OYUNCAKLAR;BEBE OYUNCAK;OYUNCAK
19129;33667;UCAR KAMYON 02;1,2;OYUNCAK;ZEKA GELISTIRICI;OYUNCAKLAR;BEBE OYUNCAK;OYUNCAK
19130;33668;GEZER KETEN ERKEK FILET GA2YFM.01849.00;20,184;EV;TEKSTIL-GIYIM-AKSESUAR;AYAKKABI-TERLIK;AYAK GIYIM;GEZER
19131;33669;GEZER BAYAN ZENNE TERLIK 7682.00 ;8,52;EV;TEKSTIL-GIYIM-AKSESUAR;AYAKKABI-TERLIK;AYAK GIYIM;GEZER
19132;33670;GEZER 7764.00  KOLLEKSIYON  ZENNE;16,95;EV;TEKSTIL-GIYIM-AKSESUAR;AYAKKABI-TERLIK;AYAK GIYIM;GEZER
19133;33696;PROXI CAMASIR SUYU 1 KG SADE *18*;3,25;DETERJAN;CAMASIR YIKAMA;CAMASIR SULARI;KLASIK;PROXI
19134;33697;MIKRO KALEM UCU SUPER ;0,95;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
19135;33698;SAHIN KAYSERI MANTISI 400 GR *10*;19,45;GIDA;DONUK URUNLER;DONDURULMUS GIDA;MANTI;SAHIN
19136;33699;SAHIN SUCUK 180 GR SEDEF TAVUK;8,9;ET;ISLENMIS ET;SUCUK;PILIC SUCUK;SAHIN
19137;33700;AVEC BLGSYR KLAVYESI AV2608B;15,12;EV;ELEKTRIK-ELEKTRONIK;ELEKTRONIK;ELEKTRONIK ALETLER;AVEC
19138;33701;AVEC BLGSYR KLAVYES MOUSE AV6100;14,88;EV;ELEKTRIK-ELEKTRONIK;ELEKTRONIK;ELEKTRONIK ALETLER;AVEC
19139;33706;TIGRA SEFFAF DEFTER KABI;4,404;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
19140;33709;FON KARTONU 10LU 50X70 CM;12;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
19141;33712;FILEDE RENKLI KAMYON K90;4,99;OYUNCAK;ZEKA GELISTIRICI;OYUNCAKLAR;BEBE OYUNCAK;OYUNCAK
19142;33713;OYUNCAK PVC ASKER SETI  ;19,45;OYUNCAK;ZEKA GELISTIRICI;OYUNCAKLAR;BEBE OYUNCAK;OYUNCAK
19143;33716;FILELI SALINCAK ;14,9;OYUNCAK;ZEKA GELISTIRICI;OYUNCAKLAR;BEBE OYUNCAK;OYUNCAK
19144;33720;BAKUGAN KALEMLIK 32053;1,2;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
19145;33721;PRT ARZUM SULTANE IZGARA VE TOST MAK.;101,7;EV;ELEKTRIK-ELEKTRONIK;ELEKTRONIK;ELEKTRONIK ALETLER;ARZUM
19146;33723;P.BA.ARZUM FELIX EPINA S.KURUTMA MAK.;39,66;EV;ELEKTRIK-ELEKTRONIK;ELEKTRONIK;ELEKTRONIK ALETLER;ARZUM
19147;33725;NOKI ZIMBA TELI 24/6-6453 ;1,2;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
19148;33726;NOKI GLORY  VERSATIL KALEM 0,9;4,5;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
19149;33727;SIGARA VICEROY RED KISA KAPAKLI;14,5;SIGARALAR;SIGARALAR;SIGARALAR;YABANCI SIGARALAR;VICEROY
19150;33728;DOGANAY LIMON SOSU 250 CC *24*;1,128;GIDA;HAZIR YEMEK-KONSERVE-SALCA;SIRKE-SALATA SOSLARI;LIMON SOSU;DOGANAY
19151;33730;P.BA.52262 TIRTIRLI SU BARDAK *8*;9;EV;MUTFAK GERECLERI;MUTFAK ESYA-GERECLERI;CAM SU BARDAGI;PASA BAHCE
19152;33731;P.BA.42021 CAY BARD.OPT.BUYUK.*6*;9,95;EV;MUTFAK GERECLERI;MUTFAK ESYA-GERECLERI;CAM CAY BARDAGI;PASA BAHCE
19153;33732;P.BA 52056 SU BARDAK;9,5;EV;MUTFAK GERECLERI;MUTFAK ESYA-GERECLERI;CAM SU BARDAGI;PASA BAHCE
19154;33733;P.BA.98775 SEKERLIK TOSCANA;12,7;EV;MUTFAK GERECLERI;MUTFAK ESYA-GERECLERI;SEKERLIK;PASA BAHCE
19155;33734;P.BA.43984 HABITAT  SURAHI;10,25;EV;MUTFAK GERECLERI;MUTFAK ESYA-GERECLERI;CAM SURAHI;PASA BAHCE
19156;33735;P.BA.59003 BORCAM 2 LT TENCERE;29,45;EV;MUTFAK GERECLERI;MUTFAK ESYA-GERECLERI;FIRIN KABI VE TEPSILERI;PASA BAHCE
19157;33736;P.BA.159028 BORCAM 2 LI KARE ;39,25;EV;MUTFAK GERECLERI;MUTFAK ESYA-GERECLERI;FIRIN KABI VE TEPSILERI;PASA BAHCE
19158;33737;P.BA 43934 BISTRO SURAHI;19,75;EV;MUTFAK GERECLERI;MUTFAK ESYA-GERECLERI;;PASA BAHCE
19159;33738;P.BA.10469 INVITATION KARE TEPSI;3,732;EV;MUTFAK GERECLERI;MUTFAK ESYA-GERECLERI;METAL TEPSI;PASA BAHCE
19160;33739;P.BA 440113 DIAMOND AYAKLI KAHVE YANI BAR;33,99;EV;MUTFAK GERECLERI;MUTFAK ESYA-GERECLERI;;PASA BAHCE
19161;33740;P.BA.96065 DORO 18 PRC.SET;10,8;EV;MUTFAK GERECLERI;MUTFAK ESYA-GERECLERI;DIGER SERVIS GERECLERI;PASA BAHCE
19162;33741;NESTLE  SU  500 ML *12*;0,36;SOGUK ICECEKLER;GAZSIZ ICECEK;SU;SADE;NESTLE
19163;33742;PEROS TUZ RUHU 2500 KG *9*;9,9;TEMIZLIK;EV TEMIZLEYICILER;TUVALET TEMIZLEYICILER;LIKIT;PEROS
19164;33743;PEROS SIVI BULAS.DET.LIM.KOKULU 5 KG *4*;12,9;DETERJAN;ELDE YIKAMA URUNLERI;SIVI DETERJAN;SIVI;PEROS
19165;33744;PEROS 3 'LU SET DOGAL *1*;13,824;DETERJAN;BULASIK YIKAMA;BULASIK MAKINASI URUNLERI;KIREC ONLEYICI;PEROS
19166;33748;PAMELA BAYAN SUBA;2,2;EV;TEKSTIL-GIYIM-AKSESUAR;CORAPLAR;BAYAN CORAP;PAMELA
19167;33753;P.BA.CELIK LUX TEPSI;27,48;EV;MUTFAK GERECLERI;MUTFAK ESYA-GERECLERI;METAL TEPSI;PASA BAHCE
19168;33757;JIBER 107 ERKEK SLIP;3,264;EV;TEKSTIL-GIYIM-AKSESUAR;CAMASIRLAR;ERKEK CAMASIR;JIBER
19169;33763;PREMIER KAHVE MAKINASI;47,5;EV;ELEKTRIK-ELEKTRONIK;ELEKTRONIK;ELEKTRONIK ALETLER;PREMIER
19170;33764;ULUDAG LIMONATA 2 LT *6*;8,45;SOGUK ICECEKLER;GAZSIZ ICECEK;LIMONATA;LIMONATALAR;ULUDAG
19171;33765;ULUDAG FRUTTI  200 ML SEFTALI *24* ;1,49;SOGUK ICECEKLER;GAZLI ICECEK;MADEN SUYU;MEYVELI;ULUDAG
19172;33766;SC.BRITE PASPAS *24*;4,332;TEMIZLIK;EV TEMIZLIK GERECLERI;TEMIZLIK BEZLERI VE SETLER;PASPAS;SC BRITE
19173;33767;KRP.STREC FLIM 30 CMX15MT *24*;4,65;EV;MUTFAK GERECLERI;MUTFAK ESYA-GERECLERI;STREC FILM;KOROPLAST
19174;33768;CANPED BELBANTLI BUYUK BOY 7 LI*6*;15,45;KAGIT;HASTA BAKIM;HASTA BAKIM URUNLERI;KULOTSUZ PED;CANPED
19175;33769;ORUCOGLU IDEAL YAG 5 LT TNK*4*;30,84;GIDA;SIVI YAG;SIVI YAGLAR;AYCICEK;ORUCOGLU
19176;33771;UMIT TARHANA 500 GR.;7,65;GIDA;CORBA-BULYON;CORBALAR;HAZIR CORBA;UMIT
19177;33772;UMIT SEKERPARE 210 GR.;3,96;SEKERLEME;UNLU MAMUL-TATLI;TATLILAR;SEKERPARE;UMIT
19178;33773;UMIT KADAYIF 500 GR.;4,044;SEKERLEME;UNLU MAMUL-TATLI;TATLILAR;DIGER PAKETLI TATLILAR;UMIT
19179;33774;ULKER 1283-3 HOB.SUT.KOKO.KAP.FIND 27 GR*24*;0,228;SEKERLEME;CIKOLATA-GOFRET;CIKOLATA;BAR VE KAPLAMALILAR;ULKER
19180;33775;ULKER 404-1 DELUX GOFRET MUZLU 220 GR*12*;2,004;SEKERLEME;CIKOLATA-GOFRET;GOFRET;MUZLU;ULKER
19181;33776;ULKER 570-5 BADEM KRAKER 60 GR *12*;0,444;GIDA;BISKUVI-CEREZ;BISKUVI;KRAKER;ULKER
19182;33777;ULKER 1281-3 HOBBY KA.FIN.KEK 27 GR *24*;0,228;GIDA;BISKUVI-CEREZ;KEK;MINI KEK;ULKER
19183;33778;HALK BIS.H.CEV.KOKO.PASTA 216 GR*12*;1,908;GIDA;BISKUVI-CEREZ;BISKUVI;BISKUVI;HALK
19184;33779;HALK BIS.KREMALI 500 GR CILEK *8*;3,6;GIDA;BISKUVI-CEREZ;BISKUVI;KREMALI BISKUVI;HALK
19185;33780;SUTAS YOGURT 4000 GR YAGLI*4*;14,328;KAHVALTILIK;SUT-YOGURT-PEYNIR;YOGURT;SADE;SUTAS
19186;33781;PAK MAYA YAS DAY. 500 GR *24*;5,45;GIDA;UNLU MAMUL-TATLI;PASTA MALZEMELERI;MAYALAR;PAKMAYA
19187;33782;PAKMAYA PUD.CIK.FIND.118 GR*24*;2,95;GIDA;UNLU MAMUL-TATLI;PASTA MALZEMELERI;PUDING;PAKMAYA
19188;33783;PAKMAYA KESKUL 142 GR*24*;2,85;GIDA;UNLU MAMUL-TATLI;PASTA MALZEMELERI;TOZ TATLILAR;PAKMAYA
19189;33784;PAKMAYA PUD.GULLU 85 GR*24*;2,65;GIDA;UNLU MAMUL-TATLI;PASTA MALZEMELERI;PUDING;PAKMAYA
19190;33785;PAKMAYA PUD.TURK KAHV.85 GR*24*;2,65;GIDA;UNLU MAMUL-TATLI;PASTA MALZEMELERI;PUDING;PAKMAYA
